Question,Answer
වී වගාවෙදී ආනිවාර්ය ඔක්සිකාරීතා පාලනය නොකළහොත්...?,"අධික පසුතැවීමෙන් ශාක මූල පද්ධතිය විස්ස ප්‍රශ්නයට පත් වී අස්වැන්න පහත වැටීම, පාංශු විනාශය."
වී වගාවෙදී වැලි පාංශු භාවිතය නම් වර්ධනය බරපතල නම්ද?,"ඔව්, ජලය දිගුකල් රැඳවීම අපහසු නිසා වෙරළාසියා මට්ටම් වැඩි කර පොහොර හා ජල කළමනාකරණය ඉහළ නැංවිය යුතුය."
වී වගාවෙදී රෝග නාශක රසායන සීමා කර ගැනීමේදී තවත් විකල්ප මොනවාද?,"ජීව නාශක, මුලික වැලලි ශාක ඉවත් කිරීම, නියත වේලාවට නේරාබද්ධ ජල පාලන ක්‍රම, වගා රෝටේෂන්."
වී වගාවෙදී බෝග නෙලීමේදී ප්‍රවාහන පහසුකම් සැලසුම් කර ගැනීමේ වැදගත්කම මොකක්ද?,"අස්වැන්න ඉක්මන්ව ගබඩා ස්ථානවලට ගෙනයාම, ගුණාත්මකභාවය පවත්වා ගැනීම, වෙළෙඳපොළට පැමිණීමේ වේලාව වැඩිදියුණු කිරීම."
වී වගාවෙදී ගෙවීම් කළමනාකරණය නොකළහොත් ලාභශීලීත්වය පහත වැටේද?,"ඔව්, නිසි මට්ටමින් වියදම් පාලනය සිදු නොවීමෙන් වගේම, අස්වැන්න විකුණන වේලාවට නියත ලාභය නොලැබේ."
වී වගාවෙදී ස්වභාවික පොහොර භාවිතය කාර්යක්ෂමද?,"ඔව්, දිගුකාලීනව පාංශු ගුණාත්මකභාවය ඉහළ නැංවීම, රෝග ප්‍රවණතාව අඩු කිරීම, රසායනික වියදම් පහත දැමීම."
වී වගාවෙදී පාංශු බරපතල නම් බව දක්නට ලැබෙයි නම් කළ යුතු දේ මොනවාද?,"ට්‍රැක්ටර් හෝ යන්ත්‍ර භාවිතයෙන් නියත සිඹීම කර පස සමතලා කිරීම, රෝග නාශක බලපෑම් අවම කිරීම, දිය ඇලවීම පහසු කිරීම."
වී වගාවෙදී ශ්‍රම සංවිධානය සඳහා ප්‍රායෝගික නිර්දේශ මොනවාද?,"නියත වේලාවට වෙළෙඳපොළට ගෙන එන්න, රෝග හා වැලලි ශාක නාශය සඳහා වැඩ බෙදා ගැනීම, ශ්‍රම විවෘතව බෙදා ගැනීම."
වී වගාවෙදී නිසි රැකවරණය නොකළ විට පාංශු දූෂණය වර්ධනය වේද?,"ඔව්, රසායනික ද්‍රව්‍ය අධික භාවිතය සහ ජල කළමනාකරණය නොකිරීම නිසා පාංශු ගුණාත්මකභාවය අඩුවෙයි."
වී වගාවෙදී ඒකාබද්ධ පාලනය (Integrated Pest Management) පදනම්ව ක්‍රියා කළ යුතුද?,"ඔව්, රෝග හා පළිබෝධ නැවැත් හැම බෙදාගෙන නිරීක්ෂණය කර, ජීව නාශක හා අවම රසායනික භාවිතය භාවිතා කිරීම හොඳය."
වී වගාවෙදී අස්වැන්න ගන්නා අවස්ථාව ප්‍රමාද කළහොත්...?,"බීජ ශක්තිමත් බව අඩුවීම, ජායාරූප සුදුසුකම් අඩු වීම, රෝග හා ජල නාශ්‍ය අවදානම් ඉහළ යාම."
වී වගාව අවසන් කළ පසු ඉඩම සකස් කිරීම කරන්නේ ඇයි?,"රෝගී ශාක ඉවත් කර පාංශු නිසි සංවර්ධනයෙන් හෙළි කිරීම, ඊළඟ වගාවට සුදුසු තත්ත්වයක් සකස් කිරීම."
වී වගාවෙදී වේලූ පාලන ක්‍රම නිරන්තර නිරීක්ෂණය යෙදීමේ වැදගත්කම මොකක්ද?,"ජල ගලායාම, රෝග පිළිබෝධ අසාධ්‍ය තත්ත්ව සහ වැලි අඩංගු බව සෙවීමට කෙරෙන නිරන්තර නිරීක්ෂණය ප්‍රයෝජනවත්ය."
වී වගාවෙදී බිම් හැසිරීමේ සම්පූර්ණ තහවුරු කිරීම සිදු නොකළහොත්...?,"ජල නැවතීම්, වේගවත් රෝග පැතිරී යාම, ඵලදායීත්වය පහත වැටීම, වී හා ජලය අපයෝජනය."
වී වගාවෙදී නාඩි තාක්ෂණ භාවිතය කළහොත් සියයට වැඩි අස්වැන්නක් ලැබෙයිද?,"බොහෝ අවස්ථාවන්හි ඔව්, නියත ජල සැපයුම, රෝග නිරීක්ෂණය, ඉහළ ශ්‍රේණියේ වී ශාක වර්ධනය සඳහා මෙය උදාකර වේ."
වී වගාවේදී වගා කළ විට නඩත්තු කළ යුතු දේශගුණික සටහන් මොනවාද?,"වැසි දිනයන්, උෂ්ණත්වය, ඉදිරි හඳුනාගැනීම්, ජල මට්ටම් යනාදිය නිරන්තරව සටහන් තබා ගැනීම වැදගත් වෙයි."
වී වගාවට පෙර ඉඩම් පිරිසිදු කිරීමේදී සැලකිලිමත් විය යුතු ඇයි?,"ලබන වගාවට සුදුසු පාංශු තත්ත්වයක් සැකසීමට, රෝගී ශාක හා වැල් ඉවත් කිරීමට, පෙර වගාවෙූ අවසන් ඉතිරි ද්‍රව්‍ය හිඟවීමට."
වී වගාවෙදී පරිසර හිතකාමී පොහොර භාවිතය ඇයි ප්‍රයෝජනවත්?,"පාංශු ගුණාත්මකභාවය නංවා ගැනීම, රෝග ප්‍රවණතාව අඩු කිරීම හා දිගුකාලීන සෞඛ්‍ය සම්පන්න වගාවක් පවත්වා ගැනීම සඳහාය."
